entity,time,extreme_temperature,stock_revenue,company_size,company_age,company_distance_to_sea,rain_amount,dry_amount,windy,company_latitude,is_high_tech,is_near_sea,local_climate_variability,stock_revenue_another_measure_method,industry
7,1,-1.356718518,0.2217369,-0.038473132,2.454441156,-0.473834952,-0.563496518,1.315876152,0.612962488,-1.265888249,1,1,-2.002900531,0.198449556,7
7,2,-0.37235894,0.188446453,-1.051759888,0.662543108,-0.100564613,0.864052565,1.567215058,-0.442541511,1.22420863,1,1,-0.618530515,0.388276604,7
7,3,-0.142312996,0.270584048,1.269216317,0.260841512,0.051334609,-0.578110097,0.453785089,-1.128836053,1.383889443,1,1,-0.863088693,0.729662233,7
7,4,-1.385699541,-0.384337049,1.257986236,0.815275719,-2.243728223,0.501145223,-0.372705219,-0.266445968,-0.334268234,1,1,-0.249643665,-0.39787171,7
7,5,-0.103304438,0.400246156,-0.569698617,2.884137513,0.677739558,-0.269054879,-1.074542085,-0.046096117,0.260661089,1,1,-1.096766634,0.513423211,7
7,6,-0.937470792,0.938222071,-1.992093219,-0.042197786,0.640111487,0.787056535,-0.161202545,-0.12135986,-0.084888497,1,1,-1.092040357,0.90818273,7
7,7,-0.290931225,-0.984617388,1.892795035,-0.416920366,0.218342925,-2.434517189,-1.750370049,0.110103445,1.227166924,1,1,-0.573927268,-0.362797427,7
7,8,-0.835443335,-1.32423792,-0.299045793,0.064981846,-0.424823414,0.23387341,-1.064502305,0.442006411,0.683597427,1,1,-2.063953951,-1.326329682,7
7,9,-0.718465958,-0.271291511,-1.340307817,-1.787679817,0.32286334,1.567409487,1.38581801,-0.639078622,0.413504572,1,1,-0.842840473,-0.07653622,7
8,0,0.159331986,-0.595880058,0.144533166,1.097208585,-0.152519482,1.128463943,0.745460052,-0.168088205,1.231805226,1,1,-0.542193172,-0.716859235,7
8,1,-0.179871225,-0.364483596,0.569501327,-0.040432229,-0.060957149,0.149499886,-1.349289417,0.274216353,-0.297450162,1,1,-0.212010281,-0.536549322,7
8,2,0.700432201,2.107393955,1.041673592,0.537614674,-0.310196855,0.128400944,0.822761631,1.784828014,0.645791754,1,1,0.228493997,2.147586054,7
8,3,0.506724971,1.117857609,0.583655673,-0.852597105,-0.506342184,0.619705605,-0.703671257,-0.50953485,0.277839744,1,1,1.238998226,1.497667795,7
8,4,-0.142416993,-0.893767809,-1.584286976,0.673082982,0.836908612,-0.405810499,0.304426074,-0.847749692,-0.120184993,1,1,-0.919787888,-0.693119273,7
8,5,0.444906782,0.630921995,-1.793574299,0.313570253,1.317101863,0.455298386,1.362387794,0.624673708,0.441081526,1,1,0.324273628,0.891359436,7
8,6,0.4222429,-0.781804706,-0.703390949,-0.958652429,-0.143183864,1.21087793,0.374202606,1.118007165,1.643682763,1,1,0.631395648,-0.671780471,7
8,7,0.225191476,-1.51094492,0.62044956,-0.395819892,-1.728387566,0.639500303,-1.106093417,-0.007950954,-0.523287456,1,1,0.283627207,-1.239729843,7
8,8,0.445904251,-0.343930222,2.219551404,0.032988871,0.299130796,-0.827121502,-0.851954538,-0.770246259,1.115963601,1,1,0.451196724,-0.240438329,7
8,9,0.07898371,0.363993846,-2.254737419,1.377984068,0.904143166,-0.22503003,-0.14836498,-0.794279867,-0.242069596,1,1,-0.115710967,0.547986396,7
9,0,0.402516937,-0.613529004,-0.190445118,0.378621764,0.212154804,-0.453001092,-1.111245484,-0.649115077,-0.370059177,0,1,0.173548204,-0.460037366,7
9,1,-0.383177849,-0.599957473,0.121811609,0.001844622,0.765319778,-0.193414173,1.76394407,0.618920478,-1.340778789,0,1,-1.246570501,0.061390345,7
9,2,0.58098171,-0.732703406,0.436001522,-0.312341874,-0.886944919,1.890226707,-1.024716727,-0.56279885,0.502479263,0,1,0.824483381,-1.352741557,7
9,3,0.367934769,2.84417675,0.850713186,0.050480697,1.176199869,0.834400862,-0.879820422,-0.587117076,0.671872641,0,1,0.614846089,2.43012275,7
9,4,-0.392475604,0.24948458,0.911463875,0.571229033,0.214097558,-0.346188172,-1.211416655,-1.022071859,0.808048304,0,1,-0.545170074,0.141452888,7
9,5,0.495529008,1.540194495,0.768887368,0.381302105,0.969910359,-0.373159954,2.347654291,0.416195124,1.493497174,0,1,0.873282321,1.746241272,7
9,6,0.187052744,0.885855764,1.021366949,-0.168616182,0.634704615,0.957243474,-0.901217799,0.776899188,0.877793471,0,1,-0.578320961,0.181465175,7
9,7,0.488664439,0.980928916,0.133845629,0.343117555,0.489604246,-0.781754157,1.235419591,-0.048816491,1.273984059,0,1,0.491974586,1.753847293,7
9,8,0.082725839,-0.420114801,1.889433398,1.724942997,-1.209347337,-0.604851413,0.355423296,-0.825955322,-0.710857579,0,1,-0.586556204,-0.214271288,7
9,9,0.08718774,-0.861233689,-0.40079868,0.225496339,-0.946212747,1.204800854,0.699011803,0.506728935,-2.616159413,0,1,-0.405589659,-0.697504659,7
10,0,0.595423995,0.604182424,-0.891869423,0.901343652,0.463220407,0.69250539,-1.094448227,0.531321484,-0.199311103,1,1,0.414349728,0.018736842,7
10,1,-0.010663165,-0.143819611,-0.682398545,0.78813796,-0.350995347,-0.184788805,0.902898329,-2.068289888,-0.176932939,1,1,-1.43965665,-0.340587781,7
10,2,0.648381423,0.411250491,0.591806016,-0.402767802,-0.463777312,-0.51461698,-1.065405091,1.053886051,0.753577762,1,1,-0.009642728,0.212264581,7
10,3,0.607687515,1.087537132,0.46877968,2.11417903,0.870808621,-0.898772977,-0.999659277,0.995370647,0.203987847,1,1,0.774148155,0.238239412,7
10,4,-0.61020329,0.705352877,0.450578233,-0.043882601,1.17151179,0.429872244,0.208755522,-1.225056709,-0.418416691,1,1,-1.035939319,0.236757071,7
10,5,0.725482901,1.718665028,-1.983988209,2.783875484,-1.15629465,1.564491134,1.052037697,-1.32034207,-0.185297449,1,1,0.684058366,2.379183367,7
10,6,0.345471818,1.215365234,1.04823693,1.787985844,-0.323483853,-0.351125814,2.444167269,-0.650944051,0.93026536,1,1,0.71115734,1.673391076,7
10,7,0.574269737,0.935630211,0.511932921,-0.512447001,0.179567317,1.496834867,0.114204471,0.403968757,0.567116188,1,1,0.559726847,0.954678684,7
10,8,0.237049361,-2.072133992,0.271201459,0.825022464,0.127153916,-0.927111278,-2.200851488,0.306949421,0.011260828,1,1,0.356346185,-1.90946026,7
10,9,0.244478103,1.203507431,1.189319326,1.882272686,-0.516212532,-0.234749652,-0.12863396,-0.481890176,-0.544921322,1,1,0.772844165,0.848563642,7
11,0,-0.731735095,0.445375227,2.416491412,0.316730486,0.469736267,-0.623004588,-0.432373464,-0.69417637,-1.595941586,1,0,-0.804713195,1.378659944,3
11,1,-0.3710539,-0.502333101,-0.813797322,-0.880082737,0.977611849,1.548824454,2.473822841,0.799594274,-0.28439216,1,0,-0.036289589,0.25425952,3
11,2,0.160480618,0.138756824,0.018170682,-0.85062229,-1.394534028,0.406641864,0.787403446,-2.033415336,-0.432080507,1,0,1.173143581,0.431898357,3
11,3,0.651019441,0.532084823,-0.533511448,0.06292863,-1.974075193,1.398606577,-0.015016016,-1.062164356,1.116473338,1,0,1.184802671,-0.01184041,3
11,4,-1.050142107,-0.161033066,-0.197850394,-1.431494032,-1.28030849,-1.076248842,0.732259755,-0.388281152,-2.065454475,1,0,-1.432855283,-0.503356555,3
11,5,0.281819945,-0.418057368,1.49056156,1.407887094,0.838440008,-0.289038512,1.108492622,1.050994451,0.617738467,1,0,-0.021149308,-0.083567687,3
11,6,-0.287809632,-0.675376302,-1.249502511,0.513240794,-2.065858697,-1.481543616,1.055611338,-1.743568419,-0.363507205,1,0,-0.034924337,-0.694825629,3
11,7,0.122692392,-1.135364854,0.737365848,-0.849791635,0.344328792,0.821139518,0.258396716,1.267784344,0.549586559,1,0,0.088685907,-1.295000288,3
11,8,-0.003139629,0.117898985,-1.945699122,2.798351927,-0.289270965,0.777680779,0.44655486,0.633030121,-0.342163376,1,0,0.031088899,0.347522155,3
11,9,0.102648707,-0.757226038,0.695355432,0.912057533,-0.825681214,0.01768957,0.34322615,-0.285911975,0.528694702,1,0,0.127890592,-0.791690131,3
12,0,0.470236718,-1.442195265,-0.58666128,-0.130358381,-1.300154933,-3.386715482,0.542316715,1.237358579,0.763586949,0,0,0.265099962,-1.119689055,3
12,1,-0.206848172,0.490055315,0.458740129,0.558492883,1.429239338,-0.557855332,0.542397681,0.09776773,-0.475648934,0,0,-0.609417036,0.144867877,3
12,2,0.602491453,0.059553118,-0.729765387,-0.587953536,0.321139928,-1.885829658,0.305484057,0.589932456,0.368617679,0,0,-0.830155149,0.556415815,3
12,3,1.492711248,-0.478225429,-0.891674455,1.441722869,-0.115612364,-0.39722351,0.486803027,-1.023855793,1.075354021,0,0,1.402065778,-1.190197143,3
12,4,-0.386580705,0.824157113,0.088767937,0.136358468,1.095465868,2.353105128,1.267726328,0.682489235,-1.838471201,0,0,-0.175964102,0.507072087,3
12,5,0.952087654,-0.091739416,0.24238797,0.754368077,-0.861739837,-0.104954177,-0.38044863,0.965493891,-0.551276594,0,0,1.663576644,-0.391015122,3
12,6,0.454442017,-0.642656428,-0.625261368,0.480548668,0.187727161,-1.258513719,-0.153724016,-0.421730555,1.388219733,0,0,0.685809755,-0.93340089,3
12,7,1.143081236,-0.011930635,-0.371546514,-0.706751245,-1.206028801,1.262735212,-0.502277098,-0.687448961,0.913008672,0,0,1.622666982,0.019962846,3
12,8,0.538173028,-1.699689392,0.839459565,-0.682041094,0.409937195,-0.447267339,0.098808866,0.073479139,1.716929334,0,0,0.872398822,-1.889196489,3
12,9,0.223585294,0.057916718,-0.366483339,-0.634885515,2.050969895,-0.214368669,-1.068378217,-0.713410413,-0.886939786,0,0,-0.604712638,0.08777594,3
13,0,0.341992671,0.622408401,-1.280544542,1.633181613,-1.198935651,-0.296641327,-0.367896694,-0.555698228,1.530671336,0,0,-0.615018496,0.425048471,7
13,1,-0.574131929,-1.403541389,1.763202541,0.692008108,-1.026719938,0.090477324,-1.258041766,-1.174913449,-1.661886294,0,0,-1.594908054,-1.309337931,7
13,2,0.621423592,0.119659302,-0.127388217,-0.956334775,0.038054761,-0.562883523,-1.372841567,-0.93421684,-1.964323823,0,0,0.530899482,0.985330319,7
13,3,0.998512895,0.866538322,-0.756610918,-1.470392984,1.194314387,0.815799939,-0.327215883,0.959983311,0.01005301,0,0,1.839981548,1.16139138,7
13,4,-0.285873543,0.209761495,0.562406773,0.252830565,0.295195992,-0.48083205,-0.960048153,0.562057384,0.261876051,0,0,-1.028101964,0.834385718,7
13,5,0.821497941,1.09666495,0.273249794,0.404751168,-0.137311686,-0.661349374,0.695411978,-0.072147258,0.012704847,0,0,1.459729835,0.755974609,7
13,6,0.254571667,0.477976299,-1.231916638,0.216835237,1.007165551,-0.808188992,-0.433111086,0.046893806,0.566161527,0,0,-0.727840983,0.508024684,7
13,7,0.282334507,1.272471373,0.323350617,0.24653399,1.160829648,1.070374154,-1.182266695,1.563227985,0.400328275,0,0,0.067866439,1.587029528,7
13,8,0.251475466,2.043120645,0.949225936,1.357155674,-0.572184172,-0.927047094,0.610581397,-0.469364009,-0.370384516,0,0,0.152761964,2.128467663,7
13,9,-0.059467576,-1.269153775,-1.973384714,1.328795406,0.658531835,-0.763976308,-0.204920016,-0.823214247,-0.404391679,0,0,0.12702529,-0.612551741,7
14,0,-0.765857572,-1.328552755,-0.317283348,1.623076189,-0.190966837,0.895515234,-0.6321102,-1.167033091,-0.67940083,1,1,-1.174067327,-1.376317414,6
14,1,-1.389888693,-0.155707711,-0.638957214,-0.848358298,-0.130401414,-0.448909599,-0.040481941,-0.544366494,-2.993286264,1,1,-1.940938928,0.23921756,6
14,2,-0.785434714,-0.703234526,-0.331951379,0.343292442,0.829212242,1.248654028,1.535075514,-1.756437133,-0.137421646,1,1,-1.740756834,-0.966189647,6
14,3,-0.132772335,0.714890269,1.262411088,-0.590866822,-0.194994022,0.361953175,-1.06895236,-1.364573916,1.089854312,1,1,-0.853177463,0.582710194,6
14,4,-1.471681648,-1.063298221,-0.341921488,-0.37861598,-1.112023821,1.169322337,-1.257151894,-0.773044739,-0.572692252,1,1,-1.963592926,-1.119011651,6
14,5,-0.218524638,-0.67144603,-1.477184023,-1.670585298,1.691677733,0.871098088,-0.078593857,-1.591067124,-0.835894279,1,1,-0.752475802,-1.002530352,6
14,6,-0.364317658,0.871593815,0.972136307,0.081948759,-0.324180353,-1.692555301,-1.013264435,-0.021277586,-0.119094588,1,1,-0.185239057,0.809218736,6
14,7,-0.779477076,0.546629377,0.346789833,-0.337723078,-0.045158931,0.621903331,-0.427787356,-0.036220502,-0.619993605,1,1,-1.288512053,0.34906344,6
14,8,-1.061560356,0.388480331,-0.823160458,-0.258039898,-1.081725656,2.215343464,0.907795544,-1.154358204,-0.865660975,1,1,-1.649779392,0.015894567,6
14,9,-1.07001167,-0.468119577,-1.218235652,0.273249335,0.899754341,1.21356304,1.111652625,0.857775301,-0.615412721,1,1,-0.196505604,-0.256819165,6
15,0,0.215712368,-1.167172109,0.38265418,-0.405858347,1.238251475,0.252695956,-1.141886109,-0.421595327,-0.074233881,1,1,-0.690325439,-1.459273901,6
15,1,-0.569601931,0.077274927,-0.660316719,0.697437065,0.901070901,0.39083686,-0.466949483,-0.28942783,-0.501641142,1,1,-0.139948511,0.083346216,6
15,2,0.747266117,1.221919453,-0.718650218,0.222681474,1.050693459,-2.03946464,1.024197854,-0.152491781,0.228875133,1,1,-0.061943684,0.996894335,6
15,3,0.506782428,1.210006993,1.168692379,-0.198866732,-1.617341449,-0.181152431,-0.676405501,-0.557203357,-0.624093667,1,1,-0.258843559,1.27942892,6
15,4,-0.633643561,1.208583341,-0.723281775,2.402267958,1.129296855,-1.884518463,0.911716901,0.480429654,-1.84225169,1,1,-1.137907011,1.160846596,6
15,5,0.958001344,1.292547166,2.285926436,0.018408133,-0.706333057,-0.581820581,-0.431212882,-0.087396249,-0.428216373,1,1,1.262592558,1.386803551,6
15,6,0.194428907,-1.117687808,2.76973983,1.684060747,0.829356516,-0.808256537,0.239467868,1.020309642,-0.556989189,1,1,0.716158202,-1.496825874,6
15,7,0.788963077,0.680409745,2.188243736,0.158363691,-0.616192391,0.147346574,-0.04069969,-0.459151861,-0.302040744,1,1,0.443521996,0.625676164,6
15,8,0.277688136,-0.344208229,-1.084192927,-1.086080759,1.313909972,0.844615772,-1.549270996,-0.597095634,-0.252509191,1,1,0.208272419,-0.955704449,6
15,9,0.120988214,0.275202753,0.517437793,-1.546249514,0.420200514,1.929733409,0.529860209,-2.925650696,0.862755327,1,1,0.389206888,-0.562589057,6
16,0,1.099264338,0.160364979,-0.385792022,0.860199793,-0.785212708,-0.485244275,0.605860027,-0.149217995,0.614347983,0,1,1.612407291,-0.501401186,4
16,1,0.6231461,-0.16255742,-0.091163978,1.057463943,-0.800959498,1.038481505,-1.327548658,-0.455789124,1.139799828,0,1,0.103551173,0.049379563,4
16,2,1.149304301,-2.070244123,-1.742370659,0.386447261,1.134643903,1.617432329,0.674138501,0.593346251,2.021320861,0,1,1.680689342,-1.277791607,4
16,3,1.842863994,1.664513614,0.892171376,0.788292102,-2.531087037,-1.975727782,-1.232581365,-0.558728467,2.83882425,0,1,2.495927182,1.414243516,4
16,4,0.425071748,0.63297976,0.092440793,-0.678610557,-0.438638758,1.641829689,2.501901166,1.104958749,-1.540398423,0,1,0.44396964,0.363305473,4
16,5,1.281788619,0.458950912,-1.4721567,-0.892682905,-0.073156835,0.475786672,0.6336029,-0.307540685,0.231490751,0,1,1.996224409,-0.039749067,4
16,6,1.298895281,-0.172013694,0.90497198,1.14154706,0.719072533,-2.231664796,-2.362663835,-0.732805038,0.184293453,0,1,0.341728231,0.153358152,4
16,7,1.488384835,-0.397657306,-1.477496043,0.116384467,-0.112658898,0.797623539,-0.052232819,-0.360163602,0.307443837,0,1,1.011481692,-1.152832796,4
16,8,0.996070378,0.01303503,1.681937023,-0.326633716,0.413587055,1.133447966,0.792234512,-0.870907182,1.828784218,0,1,1.862642133,0.194448669,4
